ID,title,author,isbn,publisher,edition,pages,dimension
2375,Microsoft Office 2016: The Complete Guide,Stewart Melart,9781519282347,CreateSpace Publishing,,210,8.50(w) x 11.00(h) x 0.44(d)
2376,Programming Groovy 2: Dynamic Productivity for the Java Developer / Edition 1,Venkat Subramaniam,9781937785307,Pragmatic Programmers LLC The,Second Edition,370,7.40(w) x 9.10(h) x 0.80(d)
2377,R in a Nutshell,Joseph Adler,9781449312084,O'Reilly Media Incorporated,Second Edition,724,6.00(w) x 8.90(h) x 1.50(d)
2378,Intro to Java Programming Comprehensive Version / Edition 10,Y. Daniel Liang,9780133761313,Pearson,Comprehens,1344,8.00(w) x 9.90(h) x 1.90(d)
2379,iPhone SE: The Complete Guide,Scott Casterson,9781532763274,CreateSpace Publishing,,116,8.50(w) x 11.00(h) x 0.24(d)
2380,Oracle 12c For Dummies,Chris Ruel;  Michael Wessler,9781118745311,Wiley,,432,7.30(w) x 9.10(h) x 1.20(d)
2381,21st Century C: C Tips from the New School,Ben Klemens,9781491903896,O'Reilly Media Incorporated,,408,6.90(w) x 9.00(h) x 0.80(d)
2382,QuickBooks 2015: A Complete Course & Access Card Package / Edition 16,Janet Horne,9780134325903,Pearson,New Edition,784,9.00(w) x 11.00(h) x 1.00(d)
2383,iPad for Seniors in easy steps: Covers iOS 10,Nick Vandome,9781840787429,In Easy Steps Limited,Sixth Edition,192,7.20(w) x 8.40(h) x 0.50(d)
2384,Begin to Code with Python,Rob Miles,9781509304523,Microsoft Press,,528,7.30(w) x 8.90(h) x 1.00(d)
2385,Teach Yourself VISUALLY MacBook Air,Brad Miser,9780470376133,Wiley,,352,7.30(w) x 9.10(h) x 0.80(d)
2386,Bit by Bit: Social Research in the Digital Age,Matthew J. Salganik,9780691158648,Princeton University Press,,448,7.00(w) x 9.10(h) x 1.50(d)
2387,The Legend of Zelda Encyclopedia,Nintendo,9781506706382,Dark Horse Comics,,328,9.00(w) x 12.00(h) x (d)
2388,Practical Malware Analysis: A Hands-On Guide to Dissecting Malicious Software,Michael Sikorski;  Andrew Honig,9781593272906,No Starch Press,,800,7.00(w) x 9.20(h) x 1.70(d)
2389,Foundations of Digital Art and Design with the Adobe Creative Cloud / Edition 1,xtine burrough,9780321906373,New Riders,,305,6.90(w) x 8.90(h) x 0.70(d)
2390,Advanced Persistent Threat Hacking: The Art and Science of Hacking Any Organization,Tyler Wrightson,9780071828369,McGraw-Hill Professional Publishing,,464,7.30(w) x 9.40(h) x 1.00(d)
2391,Oracle Database 12c The Complete Reference / Edition 1,Bob Bryla;  Kevin Loney,9780071801751,McGraw-Hill Professional Publishing,,1472,7.30(w) x 9.20(h) x 2.30(d)
2392,CompTIA A+ Complete Deluxe Study Guide: Exams 220-901 and 220-902 / Edition 3 by Quentin Docter  Emmett Dulaney  To,Skandier,9781119137931,Wiley,Deluxe,1392,7.70(w) x 9.30(h) x 1.80(d)
2393,eBay Business All-in-One For Dummies,Marsha Collier,9781118401668,Wiley,,840,7.40(w) x 9.10(h) x 1.90(d)
2394,Teach Yourself VISUALLY macOS Sierra,McFedries,9781119300618,Wiley,,352,7.30(w) x 9.00(h) x 0.70(d)
2395,The Glass Cage: How Our Computers Are Changing Us,Nicholas Carr,9780393351637,Norton W. W. & Company Inc.,Reprint,288,5.40(w) x 8.20(h) x 0.70(d)
2396,The Super World of Mario: The Ultimate Unofficial Guide to Super Mario,Triumph Books,9781629375892,Triumph Books,,96,5.60(w) x 8.70(h) x 0.50(d)
2397,Showstopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft,G. Pascal Zachary,9781497638839,Open Road Integrated Media LLC,,338,5.40(w) x 8.40(h) x 1.10(d)
2398,C# 7.0 All-in-One For Dummies,John Paul Mueller;  Bill Sempf;  Chuck Sphar,9781119428114,Wiley,,864,7.40(w) x 9.20(h) x 1.80(d)
2399,C# 6.0 and the .NET 4.6 Framework / Edition 7,ANDREW TROELSEN;  Philip Japikse,9781484213339,Apress,7th ed.,1625,7.00(w) x 10.00(h) x 2.70(d)
2400,Final Cut Pro X: Learning the Basics,Bill Stonehem,9781536986372,CreateSpace Publishing,,28,5.00(w) x 7.99(h) x 0.06(d)
2401,Coding for Parents: Everything You Need to Know to Confidently Help with Homework,Frazer Wilson,9781454925675,Sterling,,208,5.30(w) x 6.80(h) x 0.70(d)
2402,Xcode 5 Start to Finish: iOS and OS X Development / Edition 1,Fritz Anderson,9780321967206,Addison-Wesley,,624,7.00(w) x 9.00(h) x 1.40(d)
2403,Go Wild: Free Your Body and Mind from the Afflictions of Civilization,John J. Ratey;  Richard Manning,9780316246095,Little Brown and Company,,288,5.90(w) x 9.30(h) x 1.10(d)
2404,Java Software Solutions / Edition 9,John Lewis;  William Loftus,9780134462028,Pearson,New Edition,800,7.30(w) x 9.10(h) x 1.10(d)
2405,Conquered: The story of one clinic's journey from death to life,Cherisa Jerez,9781492148081,CreateSpace Publishing,,134,5.00(w) x 8.00(h) x 0.31(d)
2406,Ultraviolet,Elise Noble,9781910954478,Undercover Publishing Limited,,386,5.00(w) x 8.00(h) x 0.86(d)
2407,Vision in White (Nora Roberts' Bride Quartet Series #1),Nora Roberts,9780515150643,Penguin Publishing Group,Reprint,336,4.20(w) x 6.70(h) x 1.10(d)
2408,Didymus the Blind and the Text of the Gospels,Bart D. Ehrman,9781555400842,Society of Biblical Literature,,304,5.50(w) x 8.50(h) x 0.68(d)
2409,The Four Days of Mayaguez,Roy Rowan,9780393332445,Norton W. W. & Company Inc.,,228,5.00(w) x 8.00(h) x (d)
2410,Children Families and States: Time Policies of Childcare Preschool and Primary Education in Europe,Cristina Allemann-Ghionda,9781782380955,Berghahn Books Incorporated,Reprint,460,6.00(w) x 9.00(h) x 0.93(d)
2411,Scientism: The New Orthodoxy,Daniel N. Robinson,9781472571106,Bloomsbury Academic,,208,6.30(w) x 9.40(h) x 0.80(d)
2412,Blackout: Remembering the Things I Drank to Forget,Sarah Hepola,9781455554584,Grand Central Publishing,,256,5.10(w) x 7.90(h) x 0.90(d)
2413,Out of the Black,John Rector,9781477805046,Amazon Publishing,,250,5.50(w) x 8.20(h) x 0.70(d)
2414,Missing Joseph (Inspector Lynley Series #6),Elizabeth George,9780553385489,Random House Publishing Group,,592,5.16(w) x 8.23(h) x 1.23(d)
2415,Lady Chatterley's Lover (Barnes & Noble Classics Series),D. H. Lawrence,9781593082390,Barnes & Noble,,384,7.90(w) x 5.26(h) x 1.07(d)
2416,Crossing Rio Pecos,Patrick Dearen,9780875651590,Texas Christian University Press,,208,6.00(w) x 9.00(h) x (d)
2417,Journal of Discourses Volume 1,Brigham Young,9781600960031,The Editorium,,414,7.00(w) x 10.00(h) x 0.85(d)
2418,How to Make Every Putt: The Secret to Winning Golf's Game Within the Game,Joseph Parent,9781592408221,Penguin Publishing Group,,160,5.29(w) x 7.80(h) x 0.64(d)
2419,Blacklisted by History: The Untold Story of Senator Joe McCarthy and His Fight Against America's Enemies,M. Stanton Evans,9781400081066,The Crown Publishing Group,,672,6.10(w) x 9.20(h) x 1.30(d)
2420,Emma (Barnes & Noble Classics Series),Jane Austen,9781593081522,Barnes & Noble,,544,8.04(w) x 5.34(h) x 1.40(d)
2421,Madame Bovary: (English language),Gustave Flaubert,9781542986779,CreateSpace Publishing,,168,6.00(w) x 9.00(h) x 0.39(d)
2422,The Twelve Gifts for Healing,Charlene Costanzo,9780066211282,HarperCollins Publishers,,48,8.50(w) x 8.00(h) x 0.25(d)
2423,My Journey into Alzheimer's Disease,Robert Davis;  Betty Davis,9780842346450,Tyndale House Publishers,,140,5.25(w) x 8.25(h) x 0.44(d)
2424,Dispatches from the Pacific: The World War II Reporting of Robert L. Sherrod,Ray E. Boomhower,9780253030368,Indiana University Press,,260,5.90(w) x 8.90(h) x 0.60(d)
2425,The Devil Rides Out,Dennis Wheatley,9781448213009,Bloomsbury USA,Reprint,304,5.00(w) x 7.70(h) x 0.90(d)
2426,Funny Old World,Martin Knebel,9781481062053,CreateSpace Publishing,,116,6.00(w) x 9.00(h) x 0.24(d)
2427,Ugliness: A Cultural History,Gretchen E. Henderson,9781780235240,Reaktion Books Limited,,224,5.70(w) x 8.60(h) x 1.00(d)
2428,The Art of War for Small Business: Defeat the Competition and Dominate the Market with the Masterful Strategies of Sun Tzu,Becky Sheetz-Runkle,9780814433812,AMACOM,,240,5.90(w) x 8.90(h) x 0.80(d)
2429,Cutting for Stone,Abraham Verghese,9780375714368,Knopf Doubleday Publishing Group,,688,5.20(w) x 7.90(h) x 1.40(d)
2430,Revolution for God: The Royal Bloodline: The Carolingian History,Jacobites Secret Society of,9781641367370,Secret Society of Jacobites,,254,6.00(w) x 1.25(h) x 9.00(d)
2431,Ready to Answer All Bells: A Blueprint for Successful Naval Engineering,David D. Bruhn,9781557502278,Naval Institute Press,,208,6.18(w) x 9.18(h) x 0.74(d)
2432,Suede: The Authorised Biography,David Barnett,9780233003764,Deutsch Andre,Third Edition Revised and updated edition,320,5.10(w) x 7.90(h) x 1.20(d)
2433,Hugo Grotius as Apologist for the Christian Religion: A Study of His Work De veritate religionis christianae(1640),J.P. Heering,9789004137035,Brill Academic Publishers Inc.,,272,6.44(w) x 9.66(h) x 0.97(d)
2434,Edith Piaf: A Cultural History,David Looseley,9781781382578,Liverpool University Press,,256,6.20(w) x 9.30(h) x 1.00(d)
2435,The Pilgrim's Progress: For the Young,John Bunyan,9781974658152,CreateSpace Publishing,,178,6.00(w) x 1.25(h) x 9.00(d)
2436,Incognita (Tabula Rasa Saga Series #2),Kristen Lippert-Martin,9781512405774,Lerner Publishing Group,,340,5.60(w) x 8.40(h) x 1.10(d)
2437,Do the Math #2: The Writing on the Wall,Wendy Lichtman,9780061229589,HarperCollins Publishers,,224,5.60(w) x 8.30(h) x 0.90(d)
2438,Gossie and Gertie,Olivier Dunrea,9780618176762,Houghton Mifflin Harcourt,,32,6.00(w) x 6.00(h) x 0.39(d)
2439,Arizona's War Town: Flagstaff Navajo Ordnance Depot and World War II,John S. Westerlund,9780816524150,University of Arizona Press,New Edition,304,5.90(w) x 8.90(h) x 0.90(d)
2440,Making Disciples Of All Men,Dr. Curtis Earl Carethers,9781482007053,CreateSpace Publishing,,70,8.50(w) x 11.00(h) x 0.15(d)
2441,Lost Illusions (Barnes & Noble Classics Series),Honore de Balzac,9781593083151,Barnes & Noble,,688,5.19(w) x 8.00(h) x 1.72(d)
2442,Fans,Patrick Collins,9781408130414,Bloomsbury USA,,224,6.30(w) x 9.50(h) x 1.20(d)
2443,Lost Cities & Ancient Mysteries of Africa and Arabia,David Hatcher Childress,9780932813060,Adventures Unlimited Press,,414,5.40(w) x 8.40(h) x 0.90(d)
2444,Poking a Dead Frog: Conversations with Today's Top Comedy Writers,Mike Sacks,9780143123781,Penguin Publishing Group,,400,5.40(w) x 8.40(h) x 1.30(d)
2445,The American Evasion of Philosophy: A Genealogy of Pragmatism,Cornel West,9780299119645,University of Wisconsin Press,1,292,6.00(w) x 9.00(h) x 0.90(d)
2446,By the Blood of Heroes: The Great Undead War: Book I,Joseph Nassise,9780062048752,HarperCollins Publishers,Original,352,5.30(w) x 7.90(h) x 0.90(d)
2447,Civil War Stories,Catherine Clinton,9780820320748,University of Georgia Press,,144,4.90(w) x 8.40(h) x 0.40(d)
2448,Myths and Folk Tales of Ireland,Jeremiah Curtin,9781547272655,CreateSpace Publishing,,112,6.00(w) x 1.25(h) x 9.00(d)
2449,Patient Care Without Borders: Languages of Eastern Europe,www.picturetalkbooks.com,9781517611743,CreateSpace Publishing,,116,8.50(w) x 11.00(h) x 0.30(d)
2450,Encyclopedia of American Indian Contributions to the World: 15000 Years of Inventions and Innovations,Emory Dean Keoke;  Kay Marie Porterfield,9780816040520,Facts on File Incorporated,,400,8.60(w) x 11.20(h) x 1.20(d)
2451,Black Shoes,Ms Angela Louise Garratt horror,9781535580113,CreateSpace Publishing,,94,5.00(w) x 8.00(h) x 0.19(d)
2452,The New Bible Cure for Stress: Ancient Truths Natural Remedies and the Latest Findings for Your Health Today,Don Colbert,9781599798684,Charisma Media,,128,4.90(w) x 6.90(h) x 0.50(d)
2453,From Splendor to Revolution: The Romanov Women 1847--1928,Julia P. Gelardi,9781250001610,St. Martin's Press,,528,5.54(w) x 8.06(h) x 1.38(d)
2454,Old Man River: The Mississippi River in North American History,Paul Schneider,9781250053107,Picador,,416,5.40(w) x 8.20(h) x 1.20(d)
2455,Making Men Whole,J. B. Phillips,9781620323465,Wipf & Stock Publishers,,74,5.40(w) x 8.40(h) x 0.30(d)
2456,The Art of War Sun Tzu,Sun Tzu,9781540877482,CreateSpace Publishing,,44,6.00(w) x 9.00(h) x 0.11(d)
2457,Notes From Underground,Fyodor Dostoevsky,9781537056562,CreateSpace Publishing,,140,5.51(w) x 8.50(h) x 0.30(d)
2458,Paying for College Without Going Broke 2015 Edition,Princeton Review;  Kalman Chany,9780804125482,Random House Children's Books,,352,7.70(w) x 10.20(h) x 0.90(d)
2459,Essential Pleasures: A New Anthology of Poems to Read Aloud,Robert Pinsky,9780393066081,Norton W. W. & Company Inc.,,528,6.00(w) x 9.40(h) x 1.90(d)
2460,Piano Sonata in Ab Op. 110: Beethoven's Last Piano Sonatas An Edition with Elucidation Volume 2,Oxford University Press,9780199914227,Oxford University Press,,176,6.00(w) x 9.40(h) x 0.70(d)
2461,Cassini at Saturn: Huygens Results / Edition 1,David M. Harland,9780387261294,Springer New York,2007,404,6.69(w) x 9.61(h) x 0.04(d)
2462,Froebel's Gifts,Kate Douglas Wiggin,9781507860625,CreateSpace Publishing,,130,6.00(w) x 9.00(h) x 0.28(d)
2463,The French and Indian War,Peggy Caravantes,9781617837593,Abdo Group,,48,6.70(w) x 8.80(h) x 0.10(d)
2464,Hearing Voices,A. N. Wilson,9780393316339,Norton W. W. & Company Inc.,REPRINT,224,5.50(w) x 8.30(h) x 0.60(d)
2465,David Hockney: The Biography 1975-2012,christopher simon sykes,9780385535908,Knopf Doubleday Publishing Group,,448,6.80(w) x 9.90(h) x 1.70(d)
2466,Hitler's Hangman: The Life of Heydrich,Robert Gerwarth,9780300187724,Yale University Press,,416,5.10(w) x 7.70(h) x 1.00(d)
2467,Sherlock Holmes: Selected Stories,Arthur Conan Doyle;  Barry McCrea,9780199672066,Oxford University Press,Second Edition,400,5.10(w) x 7.60(h) x 0.80(d)
2468,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin;  Sampson,9780684804484,Simon & Schuster,Reprint,768,6.00(w) x 9.20(h) x 1.50(d)
2469,Popular Culture and the Enduring Myth of Chicago 1871-1968 / Edition 1,Lisa Krissoff Boehm;  Boehm Krissof Boehm,9780415949293,Taylor & Francis,,224,6.10(w) x 9.10(h) x 0.70(d)
2470,Journey To Jesus,Webber;  Robert,9780687068401,Abingdon Press,New Edition,248,0.52(w) x 5.50(h) x 8.50(d)
2471,She: A Celebration of Greatness in Every Woman,Mary Anne Radmacher,9781936740727,Cleis Press,,202,7.30(w) x 9.10(h) x 0.60(d)
2472,Cracking the AP European History Exam 2018 Edition: Proven Techniques to Help You Score a 5,Princeton Review,9781524710095,Random House Children's Books,,432,8.20(w) x 10.90(h) x 1.20(d)
2473,Dance of the Furies: Europe and the Outbreak of World War I,Michael S. Neiberg,9780674725935,Harvard,Reprint,336,6.10(w) x 9.20(h) x 0.90(d)
2474,Hleo,Rebecca Weller,9780995031609,Rebecca Weller,,286,6.00(w) x 9.00(h) x 0.60(d)
2475,A Cultural History of Tarot: From Entertainment to Esotericism,Helen Farley,9781848850538,I. B.Tauris & Company Limited,,304,6.30(w) x 9.30(h) x 1.10(d)
2476,Available Light: Exile in Mexico,John Howard Griffin,9780916727468,Wings Press,,128,8.30(w) x 8.30(h) x 0.40(d)
2477,In Search of Destiny: The Universe and Man,Robert A. Welcome,9781477237496,AuthorHouse,,300,6.00(w) x 9.00(h) x 0.67(d)
2478,A Quest for Godliness: The Puritan Vision of the Christian Life,J. I. Packer,9781433515811,Crossway,Reprint,368,6.00(w) x 8.90(h) x 1.10(d)
2479,Babbitt - The Original Classic Edition,Sinclair Lewis,9781486150434,Emereo Pty Ltd,,168,7.44(w) x 9.69(h) x 0.36(d)
2480,"A Study Guide for Anne Tyler's ""Dinner at the Homesick Restaurant""",Cengage Learning Gale,9781375378925,BiblioLabs LLC,,48,6.00(w) x 1.25(h) x 9.00(d)
2481,The Limit: Life and Death on the 1961 Grand Prix Circuit,Michael Cannell,9780446554732,Grand Central Publishing,,336,5.40(w) x 8.20(h) x 1.00(d)
2482,James Bond: The Secret History,Sean Egan,9781786060204,John Blake Publishing Limited,,354,5.90(w) x 9.30(h) x 1.40(d)
2483,Thanks Obama: My Hopey Changey White House Years,David Litt,9780062568458,HarperCollins Publishers,,320,5.90(w) x 9.10(h) x 1.20(d)
2484,Bone Rooms: From Scientific Racism to Human Prehistory in Museums,Samuel J. Redman,9780674660410,Harvard,,408,6.10(w) x 9.30(h) x 1.30(d)
2485,The Battle for Leyte Gulf: The Incredible Story of World War II's Largest Naval Battle,C. Vann Woodward,9781510721340,Skyhorse Publishing,New,242,5.50(w) x 8.10(h) x 1.00(d)
2486,Drift: The Unmooring of American Military Power,Rachel Maddow,9780307460998,Crown/Archetype,Reprint,288,5.10(w) x 7.90(h) x 0.90(d)
2487,Most Likely to Rule the World,Cheryl Harper,9781977916075,CreateSpace Publishing,,226,6.00(w) x 1.25(h) x 9.00(d)
2488,Hop-a-long,Loyd Tireman;  Ralph Douglass,9780826356086,University of New Mexico Press,Facsimile,48,6.00(w) x 8.00(h) x (d)
2489,Sterling Heroes of World War II,John Elliff;  Denny Dressman,9780983223610,Comserv Books,,,6.00(w) x 9.00(h) x 1.70(d)
2490,One Another's Equals: The Basis of Human Equality,Jeremy Waldron,9780674659766,Harvard,,280,5.80(w) x 8.30(h) x 1.00(d)
2491,The World's Fastest Motorcycles,Ashley P. Watson Norris,9781491481820,Capstone Press,,32,7.00(w) x 9.00(h) x (d)
2492,Medieval Siege Weapons (2),David Nicolle;  Sam Thompson,9781841764597,Bloomsbury USA,,48,7.25(w) x 9.75(h) x 0.15(d)
2493,Shakespeare: The Play of History,G. Holderness;  J. Turner;  Nick Potter,9780333428764,Palgrave Macmillan UK,1987,240,5.51(w) x 8.50(h) x (d)
2494,A Blueprint to Divine Healing: Restore Your Body Beauty and Spirit,Richard East,9781414065427,Authorhouse,,228,5.00(w) x 8.00(h) x 0.52(d)
2495,Aluminum in America: A History,Quentin R. Skrabec,9780786499557,McFarland & Company Incorporated Publishers,,252,6.00(w) x 9.00(h) x 0.70(d)
2496,Alexander Hamilton: Special Edition,Charles A. Conant,9781539314356,CreateSpace Publishing,,46,8.50(w) x 11.00(h) x 0.10(d)
2497,Sun Tzu's The Art Of War,Sun Tzu,9781449556761,CreateSpace Publishing,,56,5.50(w) x 8.50(h) x 0.12(d)
2498,The Text Of The New Testament In Contemporary Research,Bart D. Ehrman,9780802848246,Eerdmans William B. Publishing Company,,416,0.85(w) x 7.50(h) x 9.25(d)
2499,The Soul of America: The Battle for Our Better Angels,Jon  Meacham;  Fred Sanders,9780525640035,Penguin Random House Audio Publishing Group,,,6.00(w) x 1.50(h) x 5.00(d)
2500,Madame Bovary Level 6 Penguin Readers,Gustave Flaubert,9781405865319,Pearson Education ESL,,120,5.00(w) x 7.70(h) x 0.40(d)
2501,Cartelization Antitrust and Globalization in the US and Europe,Mark S. LeClair,9780415746069,Taylor & Francis,,196,6.10(w) x 9.10(h) x 0.50(d)
2502,Navy Steelworker: Volume 1 - NAVEDTRA 14250 - (Nonresident Training Course),Naval Education & Training Center,9781304273376,Lulu.com,,246,8.25(w) x 11.00(h) x 0.52(d)
2503,Theoretical Perspectives on American Indian Education: Taking a New Look at Academic Success and the Achievement Gap,Terry Huffman,9780759119918,AltaMira Press,,278,6.40(w) x 9.30(h) x 1.00(d)
2504,Beale Street,Beverly Bond;  Janann Sherman,9781531626594,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
2505,The Disciplined Trader: Developing Winning Attitudes,Mark Douglas,9780132157575,Penguin Publishing Group,,256,6.44(w) x 9.31(h) x 0.91(d)
2506,Deviant Women of the French Revolution and the Rise of Feminism,Lisa Beckstrand,9781611474008,Fairleigh Dickinson University Press,,166,6.20(w) x 9.30(h) x 0.70(d)
2507,In Europe's Shadow: Two Cold Wars and a Thirty-Year Journey Through Romania and Beyond,Robert D. Kaplan,9780812986624,Random House Publishing Group,Reprint,336,5.19(w) x 8.00(h) x 0.73(d)
2508,Alexander Hamilton,Ron Chernow,9780143034759,Penguin Publishing Group,Reprint,832,9.10(w) x 6.00(h) x 1.80(d)
2509,Damnation,Jean Johnson,9780425277874,Penguin Publishing Group,,384,4.10(w) x 6.70(h) x 1.20(d)
2510,Adventures of Huckleberry Finn (Barnes & Noble Classics Series),Mark Twain,9781593081126,Barnes & Noble,Reprint,336,8.04(w) x 5.30(h) x 0.90(d)
2511,Jesus: Apocalyptic Prophet of the New Millennium,Bart D. Ehrman,9780195124736,Oxford University Press,,288,6.10(w) x 9.10(h) x 1.10(d)
2512,A Perfect Match: A Young Man's Life Journey and Triumph,Barbee Kinnison,9781504957397,AuthorHouse,,336,6.00(w) x 9.00(h) x 0.75(d)
2513,Mosby's Memoirs (Barnes & Noble Library of Essential Reading) by John S. Mos,,9780760773727,Barnes & Noble,,288,5.50(w) x 8.10(h) x 0.90(d)
