title,author,isbn,publisher,edition,pages,dimensions
The SketchUp Workflow for Architecture: Modeling Buildings Visualizing Design and Creating Construction Documents with SketchUp Pro and LayOut,Michael Brightman,9.78112E+12,Wiley,,400,9.00(w) x 7.30(h) x 0.80(d)
The Power of Business Process Improvement: 10 Simple Steps to Increase Effectiveness Efficiency and Adaptability,Susan Page,9.78081E+12,AMACOM,Second Edition,384,6.20(w) x 8.90(h) x 1.30(d)
The Plot to Hack America: How Putin's Cyberspies and WikiLeaks Tried to Steal the 2016 Election,Malcolm Nance,9.78151E+12,Skyhorse Publishing,,216,5.90(w) x 8.50(h) x 0.70(d)
Advanced Programming in the UNIX Environment / Edition 3,W. Richard Stevens;  Stephen A. Rago,9.78032E+12,Addison-Wesley,,994,7.30(w) x 9.10(h) x 2.10(d)
Beyond Choices: The Design of Ethical Gameplay,Miguel Sicart,9.78026E+12,MIT Press,,192,6.10(w) x 9.00(h) x 0.80(d)
Uncharted: The Lost Legacy Game Chapters Trophy Walkthrough Tips PS4 Guide Unofficial,The Yuw,9.78198E+12,HIDDENSTUFF ENTERTAINMENT LLC.,,32,6.00(w) x 1.25(h) x 9.00(d)
On Looking: A Walker's Guide to the Art of Observation,Alexandra Horowitz,9.78144E+12,Scribner,,320,5.60(w) x 8.60(h) x 0.90(d)
Mastering Computer Typing Revised Edition,Sheryl Lindsell-Roberts; Other Format,9.78055E+12,Houghton Mifflin Harcourt,,198,6.90(w) x 9.30(h) x 0.80(d)
QuickBooks 2016 For Dummies,Stephen L. Nelson,9.78112E+12,Wiley,,408,7.30(w) x 9.20(h) x 1.00(d)
How to Cheat in Photoshop CC: The Art of Creating Realistic Photomontages / Edition 1,Steve Caplin,9.78042E+12,Taylor & Francis,,464,7.40(w) x 9.60(h) x 1.20(d)
Office 365: Migrating and Managing Your Business in the Cloud,Matthew Katzer;  Don Crawford,9.78143E+12,Apress,1st ed.,680,7.50(w) x 9.10(h) x 1.50(d)
C# in Depth,Jon Skeet,9.78162E+12,Manning Publications Company,Third Edition,616,7.30(w) x 9.30(h) x 1.60(d)
Moto 360 Sport: A Beginner's Guide,Scott Casterson,9.78153E+12,CreateSpace Publishing,,40,5.00(w) x 8.00(h) x 0.08(d)
A Practical Guide to Graphics Reporting: Information Graphics for Print Web & Broadcast,Jennifer George-Palilonis,9.78114E+12,Taylor & Francis,Revised,232,7.50(w) x 9.25(h) x (d)
Flask Web Development: Developing Web Applications with Python,Miguel Grinberg,9.78145E+12,O'Reilly Media Incorporated,,258,7.00(w) x 9.10(h) x 0.30(d)
Data Structures And Algorithms Using Java,William McAllister,9.78076E+12,Jones & Bartlett Learning,1E,580,7.30(w) x 9.00(h) x 1.40(d)
Who Says Elephants Can't Dance?: Inside IBM's Historic Turnaround,Louis V. Gerstner,9.78006E+12,HarperCollins Publishers,,384,9.24(w) x 6.32(h) x 1.26(d)
Star Wars: The Old Republic: Encyclopedia,Ian Ryan;  Charles Boyd;  Hall Hood;  Joanna Berry,9.78076E+12,DK,,352,10.30(w) x 11.90(h) x 1.20(d)
Samsung Galaxy S7 For Dummies,Bill Hughes,9.78112E+12,Wiley,,352,7.30(w) x 8.60(h) x 0.70(d)
SAS Certification Prep Guide: Base Programming for SAS 9 Third Edition / Edition 3,SAS Publishing,9.78161E+12,SAS Institute Inc.,,802,8.50(w) x 10.90(h) x 1.60(d)
Quantum Robotics: A Primer on Current Science and Future Perspectives,Prateek Tandon;  Stanley Lam;  Ben Shih,9.78163E+12,Morgan and Claypool Publishers,,150,7.50(w) x 9.25(h) x 0.32(d)
The Language of Thought / Edition 1,Jerry A. Fodor,9.78067E+12,Harvard,New Edition,214,5.50(w) x 8.50(h) x 0.48(d)
Samsung Galaxy Tab A: A Guide for Beginners,Steve Markelo,9.78151E+12,CreateSpace Publishing,,42,5.00(w) x 8.00(h) x 0.09(d)
Microsoft PowerPoint 2016 Step by Step,Joan Lambert,9.78074E+12,Microsoft Press,,512,7.40(w) x 8.90(h) x 0.70(d)
Samsung Galaxy Tab S For Dummies,Dan Gookin,9.78112E+12,Wiley,,304,7.40(w) x 9.00(h) x 0.60(d)
R Graphics Cookbook / Edition 1,Winston Chang,9.78145E+12,O'Reilly Media Incorporated,,416,7.00(w) x 9.10(h) x 0.70(d)
Cognitive Therapy Techniques for Children and Adolescents: Tools for Enhancing Practice,Robert D. Friedberg;  Jessica M. McClure;  Jolene Hillwig Garcia,9.78146E+12,Guilford Publications Inc.,,326,6.90(w) x 9.90(h) x 0.90(d)
Elegant SciPy: The Art of Scientific Python,Juan Nunez-Iglesias;  Stefan van der Walt;  Harriet Dashnow,9.78149E+12,O'Reilly Media Incorporated,,280,7.00(w) x 9.10(h) x 0.60(d)
Perl Best Practices,Damian Conway,9.7806E+12,O'Reilly Media Incorporated,,544,7.00(w) x 9.19(h) x 0.98(d)
Effective Java,Joshua Bloch,9.78013E+12,Addison-Wesley,New Edition,416,7.40(w) x 9.00(h) x 1.00(d)
SEO 2017 Learn Search Engine Optimization With Smart Internet Marketing Strateg: Learn SEO with smart internet marketing strategies,Adam Clarke,9.78154E+12,CreateSpace Publishing,Expanded,208,5.90(w) x 8.90(h) x 0.50(d)
Giac Certified Forensic Analyst Certification (Gcfa) Exam Preparation Course In A Book For Passing The Gcfa Exam - The How To Pass On Your First Try Certification Study Guide,William Manning,9.78174E+12,Emereo Pty Ltd,Study Guid,124,6.00(w) x 9.00(h) x 0.29(d)
Turing's Vision: The Birth of Computer Science,Chris Bernhardt,9.78026E+12,MIT Press,,208,5.30(w) x 7.90(h) x 0.40(d)
Exploring Microsoft Word 2016 Comprehensive / Edition 1,Mary Anne Poatsy;  Linda Lau;  Lynn Hogan;  Robert Grauer,9.78013E+12,Pearson,New Edition,624,8.80(w) x 10.90(h) x 0.90(d)
On Intelligence,Jeff Hawkins;  Sandra Blakeslee,9.78081E+12,St. Martin's Press,Reprint,272,5.52(w) x 10.64(h) x 0.70(d)
Amazon Echo Show - The Complete User Guide: Learn to Use Your Echo Show Like A Pro,CJ Andersen,9.78198E+12,CreateSpace Publishing,,112,6.00(w) x 1.25(h) x 9.00(d)
Adobe Premiere Pro CC Classroom in a Book / Edition 1,Adobe Creative Team,9.78032E+12,Adobe Press,,470,7.30(w) x 9.00(h) x 1.00(d)
Final Cut Pro HD For Dummies,Helmut Kobler;  Chad Fahs,9.78076E+12,Wiley,,456,7.30(w) x 9.20(h) x 1.00(d)
Content Rules: How to Create Killer Blogs Podcasts Videos Ebooks Webinars and More That Engage Customers and Ignite Your Business / Edition 2,Ann Handley;  C. C. Chapman,9.78112E+12,Wiley,Revised and Updated Edition,320,5.90(w) x 8.90(h) x 1.00(d)
Adobe Dreamweaver CC Classroom in a Book (2017 release) / Edition 1,Jim Maivald,9.78013E+12,Adobe Press,,496,7.30(w) x 9.00(h) x 1.00(d)
CISSP Study Guide / Edition 3,Eric Conrad;  Seth Misenar;  Joshua Feldman,9.78013E+12,Elsevier Science,Study Guid,622,7.50(w) x 9.20(h) x 1.30(d)
Machines that Think: Everything you need to know about the coming age of artificial intelligence,New Scientist,9.78147E+12,Quercus,,224,5.30(w) x 8.40(h) x 1.00(d)
Blogging All-in-One For Dummies,Susan Gunelius,9.78112E+12,Wiley,,768,7.40(w) x 9.20(h) x 1.70(d)
How to Be Invisible Third Edition: Protect Your Home Your Children Your Assets and Your Life,J. J. Luna,9.78125E+12,St. Martin's Press,Third Edition Revised Edition,320,13.00(w) x 8.30(h) x 1.30(d)
Learn Python the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code / Edition 3,Zed A. Shaw,9.78032E+12,Addison-Wesley,,320,6.90(w) x 9.00(h) x 0.80(d)
Defensive Security Handbook: Best Practices for Securing Infrastructure,Lee Brotherston;  Amanda Berlin,9.78149E+12,O'Reilly Media Incorporated,,284,6.90(w) x 9.00(h) x 0.70(d)
Unmasking the Social Engineer: The Human Element of Security,Christopher Hadnagy,9.78112E+12,Wiley,,256,6.00(w) x 8.90(h) x 0.70(d)
Learning Web App Development,Semmy Purewal,9.78145E+12,O'Reilly Media Incorporated,,306,7.00(w) x 9.10(h) x 0.70(d)
CompTIA Server+ Study Guide: Exam SK0-004 / Edition 1,Troy McMillan,9.78112E+12,Wiley,,552,7.40(w) x 9.20(h) x 0.90(d)
Blogging For Writers: How Authors & Writers Build Successful Blogs,Robin Houghton,9.7816E+12,F+W Media,,176,8.00(w) x 9.00(h) x (d)
Who Can You Trust?: How Technology Brought Us Together and Why It Might Drive Us Apart,Rachel Botsman,9.78154E+12,PublicAffairs,,336,6.00(w) x 9.30(h) x 1.40(d)
Excel 2010 Just the Steps For Dummies,Diane Koers,9.78047E+12,Wiley,,240,9.10(w) x 7.20(h) x 0.50(d)
R for Data Science: Import Tidy Transform Visualize and Model Data / Edition 1,Hadley Wickham;  Garrett Grolemund,9.78149E+12,O'Reilly Media Incorporated,,522,5.90(w) x 8.90(h) x 1.10(d)
Txtng: The Gr8 Db8,David Crystal,9.7802E+12,Oxford University Press,,256,5.10(w) x 7.60(h) x 0.80(d)
Exam Ref 70-762 Developing SQL Databases,Louis Davidson;  Stacia Varga,9.78151E+12,Microsoft Press,,400,7.30(w) x 9.10(h) x 0.90(d)
Excel 2016 Power Programming with VBA / Edition 1,Michael Alexander;  Richard Kusleika,9.78112E+12,Wiley,,768,7.30(w) x 9.20(h) x 1.60(d)
Introduction to JavaScript Object Notation: A To-the-Point Guide to JSON,Lindsay Bassett,9.78149E+12,O'Reilly Media Incorporated,,126,7.00(w) x 9.19(h) x (d)
PHP: A BEGINNER'S GUIDE / Edition 1,Vikram Vaswani,9.78007E+12,McGraw-Hill Professional Publishing,New Edition,478,7.30(w) x 9.00(h) x 1.00(d)
Computers For Seniors For Dummies,Nancy C. Muir,9.78112E+12,Wiley,,408,7.40(w) x 9.20(h) x 0.70(d)
Concurrency in C# Cookbook,Stephen Cleary,9.78145E+12,O'Reilly Media Incorporated,,208,6.90(w) x 9.10(h) x 0.50(d)
Windows Server 2003 For Dummies,Ed Tittel;  James M. Stewart;  Rich Tennant,9.78076E+12,Wiley,,432,7.42(w) x 9.25(h) x 0.94(d)
Code Complete,Steve McConnell,9.78074E+12,Microsoft Press,2nd ed.,960,7.40(w) x 9.00(h) x 2.30(d)
Programming in Python 3: A Complete Introduction to the Python Language / Edition 2,Mark Summerfield,9.78032E+12,Addison-Wesley,,630,6.90(w) x 8.70(h) x 1.40(d)
Encyclopedia of Electronic Components Volume 2: LEDs LCDs Audio Thyristors Digital Logic and Amplification,Charles Platt,9.78145E+12,Maker Media Inc,,320,7.90(w) x 9.60(h) x 0.60(d)
JavaFX Rich Client Programming on the NetBeans Platform / Edition 1,Paul Anderson;  Gail Anderson,9.78032E+12,Addison-Wesley,New Edition,928,7.00(w) x 9.10(h) x 1.20(d)
Beginning C++ Through Game Programming / Edition 4,Michael Dawson,9.78131E+12,Cengage Learning,,416,7.30(w) x 9.00(h) x 1.10(d)
Windows 10 Step by Step,Joan Lambert;  Steve Lambert,9.78074E+12,Microsoft Press,,624,8.90(w) x 7.30(h) x 1.10(d)
The Art of Agile Development,James Shore;  Chromatic,9.7806E+12,O'Reilly Media Incorporated,New Edition,440,7.00(w) x 9.19(h) x 0.90(d)
CCENT ICND1 Study Guide: Exam 100-105,Todd Lammle,9.78112E+12,Wiley,Study Guide,696,7.40(w) x 9.20(h) x 1.30(d)
Teach Yourself VISUALLY Apple Watch,Hart-Davis,9.78112E+12,Wiley,,256,7.30(w) x 8.90(h) x 0.60(d)
The Complete Digital SLR Handbook: Mastering Your Camera to Take Pictures Like a Pro,PhotoPlus Magazine Editors,9.78157E+12,Fox Chapel Publishing Company Incorporated,,192,8.40(w) x 10.90(h) x 0.50(d)
Splatoon 2: Prima Official Guide,Prima Games,9.78074E+12,DK Games,,224,6.00(w) x 9.00(h) x 0.50(d)
The Social Organism: A Radical Understanding of Social Media to Transform Your Business and Life,Oliver Luckett;  Michael J. Casey,9.78032E+12,Hachette Books,,336,6.30(w) x 8.40(h) x 1.30(d)
Word 2016 In Depth (includes Content Update Program) / Edition 1,Faithe Wempen,9.78079E+12,Que,,1008,7.00(w) x 9.90(h) x 2.00(d)
Shelly Cashman Series Microsoft Office 365 & Word 2016: Comprehensive / Edition 1,Misty E. Vermaat,9.78131E+12,Cengage Learning,New Edition,,6.00(w) x 1.25(h) x 9.00(d)
COBOL for the 21st Century / Edition 11,Nancy B. Stern;  Robert A. Stern;  James P. Ley,9.78112E+12,Wiley,11th Edition Updated Edition,832,8.40(w) x 10.90(h) x 1.10(d)
SolidWorks 2017 Black Book,Gaurav Verma;  Matt Weber,9.781E+12,Gaurav Verma,,518,10.80(w) x 8.40(h) x 0.90(d)
Netflixed: The Epic Battle for America's Eyeballs,Gina Keating,9.78159E+12,Penguin Publishing Group,,304,5.40(w) x 8.30(h) x 1.00(d)
iPhone in Easy Steps: Covers iPhone 6 and iOS 8,Drew Provan,9.78184E+12,In Easy Steps Limited,Fifth Edition,192,7.20(w) x 8.80(h) x 0.50(d)
Listening In: Cybersecurity in an Insecure Age,Susan Landau,9.7803E+12,Yale University Press,,240,5.80(w) x 8.30(h) x 1.00(d)
Senran Kagura: Official Design Works,Marvelous Entertainment,9.78193E+12,Udon Entertainment,Mature Readers (ages 16 and up),240,8.20(w) x 11.50(h) x 0.60(d)
Data Structures and Other Objects Using C++ / Edition 4,Michael Main;  Walter Savitch,9.78013E+12,Pearson,,848,7.30(w) x 9.10(h) x 1.30(d)
Digital Photography Masterclass 3rd Edition: Advanced Techniques for Creating Perfect Pictures,Tom Ang,9.78147E+12,DK,Reprint,360,7.60(w) x 9.20(h) x 0.90(d)
Move Fast and Break Things: How Facebook Google and Amazon Cornered Culture and Undermined Democracy,Jonathan Taplin,9.78032E+12,Little Brown and Company,,320,6.00(w) x 9.30(h) x 1.20(d)
Trend Trading for a Living: Learn the Skills and Gain the Confidence to Trade for a Living,Thomas K. Carr,9.78007E+12,McGraw-Hill Professional Publishing,,360,6.30(w) x 9.10(h) x 1.11(d)
Object -oriented Programming with Smalltalk,Harald Wertz,9.78179E+12,Elsevier Science,,550,6.00(w) x 9.00(h) x (d)
Raspberry Pi For Dummies,Sean McManus;  Mike Cook,9.78112E+12,Wiley,,504,7.30(w) x 9.20(h) x 0.90(d)
Embedded Linux Systems with the Yocto Project / Edition 1,Rudolf J. Streif,9.78013E+12,Prentice Hall,,480,7.00(w) x 9.10(h) x 0.60(d)
Solution Selling: Creating Buyers in Difficult Selling Markets / Edition 1,Michael T. Bosworth;  Sallie Sherman;  Rick Page,9.78079E+12,McGraw-Hill Professional Publishing,Net,272,7.80(w) x 9.50(h) x 1.00(d)
Microsoft Dynamics GP For Dummies,Renato Bellu,9.78047E+12,Wiley,,432,7.30(w) x 9.10(h) x 1.00(d)
Hacking Exposed 7 Network Security Secrets & Solutions: Network Security Secrets and Solutions Seventh Edition / Edition 7,George Kurtz;  Joel Scambray;  Stuart McClure,9.78007E+12,McGraw-Hill Professional Publishing,,768,7.30(w) x 9.10(h) x 1.50(d)
Implementing CDISC Using SAS: An End-to-End Guide Second Edition,Chris Holland;  Jack Shostak,9.78163E+12,SAS Institute Inc.,,294,7.50(w) x 9.25(h) x 0.62(d)
The Visual Toolbox: 60 Lessons for Stronger Photographs,David duChemin,9.78013E+12,New Riders,,288,7.90(w) x 9.00(h) x 1.00(d)
How to Keep Your Stuff Safe Online,Raef Meeuwisse,9.78191E+12,Cyber Simplicity Ltd,,82,5.00(w) x 8.00(h) x 0.19(d)
Introduction to Computing Systems: From Bits & Gates to C & Beyond / Edition 2,Yale N. Patt;  Sanjay J. Patel;  Sanjay J. Patel,9.78007E+12,McGraw-Hill Higher Education,New Edition,656,5.00(w) x 12.20(h) x 3.60(d)
The Truth About Email Marketing,Simms Jenkins,9.78079E+12,Que,,224,5.40(w) x 8.40(h) x 0.50(d)
Web Development and Design Foundations with HTML5 / Edition 8,Terry Felke-Morris,9.78013E+12,Pearson,Older Edition,720,8.40(w) x 10.70(h) x 1.10(d)
Python 3 Object-Oriented Programming - Second Edition,Dusty Phillips,9.78178E+12,Packt Publishing,New Edition,460,7.50(w) x 9.25(h) x 0.93(d)
The 2-Hour Job Search: Using Technology to Get the Right Job Faster,Steve Dalton,9.78161E+12,Potter/Ten Speed/Harmony,,240,5.50(w) x 8.50(h) x 3.00(d)
Laptops for Seniors in Easy Steps - Windows 10 Edition,Nick Vandome,9.78184E+12,In Easy Steps Limited,,192,7.20(w) x 8.90(h) x 0.50(d)
The End of Absence: Reclaiming What We've Lost in a World of Constant Connection,Michael John Harris,9.78159E+12,Penguin Publishing Group,,256,6.10(w) x 9.10(h) x 0.70(d)
31 Days Before Your CCNA Routing & Switching Exam: A Day-By-Day Review Guide for the ICND1/CCENT (100-105) ICND2 (200-105) and CCNA (200-125) Certification Exams,Allan Johnson,9.78159E+12,Cisco Press,,544,6.00(w) x 8.40(h) x 1.30(d)
The C++ Programming Language / Edition 4,Bjarne Stroustrup,9.78032E+12,Addison-Wesley,New Edition,1346,7.50(w) x 9.10(h) x 1.70(d)
Getting Started with RStudio,John Verzani,9.78145E+12,O'Reilly Media Incorporated,,98,6.80(w) x 9.00(h) x 0.50(d)
Canon EOS Rebel T5/1200D For Dummies,Julie Adair King;  Robert Correll,9.78112E+12,Wiley,,288,7.30(w) x 9.10(h) x 0.60(d)
Exam Ref 70-533 Implementing Microsoft Azure Infrastructure Solutions,Michael Washam;  Rick Rainey;  Dan Patrick;  Steve Ross,9.78151E+12,Microsoft Press,,560,7.40(w) x 9.00(h) x 1.20(d)
Project Management with CompTIA Project+: On Track from Start to Finish Fourth Edition,Joseph Phillips,9.78126E+12,McGraw-Hill Professional Publishing,,640,7.30(w) x 9.10(h) x 1.20(d)
Quantum Computer Science: An Introduction / Edition 1,N. David Mermin,9.78052E+12,Cambridge University Press,New Edition,236,7.44(w) x 9.69(h) x 0.63(d)
The Gamer's Guide to Coding: Design Code Build Play,Gordon McComb; Other Format,9.78145E+12,Sterling,,320,7.30(w) x 8.70(h) x 1.10(d)
Beginning ASP.NET 4.5 in VB,Matthew MacDonald,9.78143E+12,Apress,1st ed.,916,7.50(w) x 9.30(h) x 1.90(d)
The Most Human Human: What Artificial Intelligence Teaches Us About Being Alive,Brian Christian,9.78031E+12,Knopf Doubleday Publishing Group,,320,5.24(w) x 8.56(h) x 0.48(d)
iPhone X For Dummies,"Ed Baig & Bob ""Dr. Mac"" LeVitus",9.78112E+12,Wiley,,384,7.30(w) x 9.00(h) x 0.90(d)
Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,9.78148E+12,Apress,3rd ed. 2016,331,6.10(w) x 9.20(h) x 0.50(d)
Pattern Recognition and Machine Learning / Edition 1,Christopher M. Bishop,9.78039E+12,Springer New York,1st ed. 2006. Corr. 2nd printing 2011,738,7.01(w) x 10.00(h) x 0.07(d)
Salesforce Service Cloud For Dummies,Jon Paz;  T. J. Kelley,9.78112E+12,Wiley,,384,7.30(w) x 9.20(h) x 1.00(d)
Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Adam Alter,9.78074E+12,Penguin Publishing Group,,368,5.40(w) x 8.20(h) x 0.90(d)
Fortnite Game Battle Royale Download PS4 Tips Multiplayer Guide Unofficial,HSE Guides,9.78199E+12,GAMER GUIDES LLC,,42,6.00(w) x 1.25(h) x 9.00(d)
Cloud Native Java: Designing Resilient Systems with Spring Boot Spring Cloud and Cloud Foundry,Josh Long;  Kenny Bastani,9.78145E+12,O'Reilly Media Incorporated,,648,6.90(w) x 9.10(h) x 1.30(d)
Investigative Reporter's Handbook / Edition 5,Brant Houston;  Investigative Reporters & Eds.,9.78031E+12,Bedford/St. Martin's,Fifth Edition,608,5.90(w) x 9.00(h) x 0.80(d)
Getting to Know ArcGIS for Desktop / Edition 3,Michael Law;  Amy Collins,9.78159E+12,ESRI Press,Third Edition,768,7.40(w) x 9.00(h) x 1.60(d)
Disciplined Agile Delivery: A Practitioner's Guide to Agile Software Delivery in the Enterprise,Scott W. Ambler;  Mark Lines,9.78013E+12,IBM Press,,544,7.00(w) x 9.10(h) x 1.20(d)
Elder Scrolls V Skyrim Game PS4 Xbox One Cheats Tip Strategies Unofficial,Chala Dar,9.78198E+12,HIDDENSTUFF ENTERTAINMENT LLC.,,60,6.00(w) x 1.25(h) x 9.00(d)
Real-Time Rendering Third Edition / Edition 3,Tomas Akenine-MoI?ller;  Eric Haines;  Naty Hoffman,9.78157E+12,Taylor & Francis,Older Edition,1045,6.50(w) x 9.30(h) x 1.90(d)
Robot Building For Dummies,Roger Arrick;  Nancy Stevenson,9.78076E+12,Wiley,,384,7.35(w) x 9.20(h) x 0.77(d)
The Mathematics of Secrets: Cryptography from Caesar Ciphers to Digital Encryption,Joshua Holden,9.78069E+12,Princeton University Press,,392,6.40(w) x 9.30(h) x 1.20(d)
Introduction to Programming Using C#,Peter Bako,9.7815E+12,CreateSpace Publishing,,362,7.00(w) x 10.00(h) x 0.75(d)
Essentials of Programming Languages / Edition 3,Daniel P. Friedman;  Mitchell Wand,9.78026E+12,MIT Press,third edition,432,8.00(w) x 9.00(h) x 0.75(d)
Trade Mindfully: Achieve Your Optimum Trading Performance with Mindfulness and Cutting Edge Psychology / Edition 1,Gary Dayton,9.78112E+12,Wiley,,312,7.30(w) x 9.20(h) x 0.70(d)
Find It Fast: Extracting Expert Information from Social Networks Big Data Tweets and More,Robert Berkman,9.78194E+12,Information Today Inc.,Sixth Edition Sixth edition,424,6.00(w) x 8.90(h) x 0.80(d)
Smart Homes For Dummies,Danny Briere;  Hurley,9.78047E+12,Wiley,REV,432,7.40(w) x 9.20(h) x 0.90(d)
Exam Ref 70-743 Upgrading Your Skills to MCSA: Windows Server 2016 / Edition 1,Charles Pluta,9.78074E+12,Microsoft Press,,336,7.30(w) x 8.90(h) x 1.00(d)
Excel 2016 Pivot Table Data Crunching (includes Content Update Program) / Edition 1,Bill Jelen;  Michael Alexander,9.78079E+12,Que,,432,6.90(w) x 9.00(h) x 1.00(d)
Who Says Elephants Can't Dance?: Leading a Great Enterprise through Dramatic Change,Louis V. Gerstner,9.78006E+12,HarperCollins Publishers,Reprint,304,5.31(w) x 8.00(h) x 0.68(d)
Real World Print Production with Adobe Creative Cloud,Claudia McCue,9.78032E+12,Peachpit Press,,376,7.50(w) x 9.00(h) x 0.90(d)
Writing for the Web: Creating Compelling Web Content Using Words Pictures and Sound,Lynda Felder,9.78032E+12,New Riders,,181,8.96(w) x 7.06(h) x 0.44(d)
